"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,N,2,0","S3P1_2,N,1,0","S3P2,C,4","S3P2_ES,C,50","S3P3,N,1,0","S3P4_1,N,1,0","S3P4_2,N,1,0","S3P4_3,N,1,0","S3P4_4,N,1,0","S3P4_5,N,1,0","S3P4_6,N,1,0","S3P4_7,N,1,0","S3P5,N,1,0","S3P5_ES,C,50","S3P6,N,2,0","S3P7,N,1,0","S3P7_1_1,N,1,0","S3P7_1_2,N,1,0","S3P7_1_3,N,1,0","S3P7_1_4,N,1,0","S3P7_1_5,N,1,0","S3P7_2_1,N,1,0","S3P7_2_2,N,1,0","S3P7_2_3,N,1,0","S3P7_2_4,N,1,0","S3P7_2_5,N,1,0","S3P8,N,1,0","S3P9,N,1,0","S3P10,N,1,0","S3P11_ES,C,100","S3P12_C,N,2,0","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,N,2,0","S3P14_ES,C,100","S3P15,N,1,0","S4P1_1,N,1,0","S4P1_2,N,1,0","S4P1_3,N,1,0","S4P1_4,N,1,0","S4P1_5,N,1,0","S4P1_6,N,1,0","S4P1_7,N,1,0","S4P1_8,N,1,0","S4P1_1_1A,N,1,0","S4P1_1_2A,N,1,0","S4P1_1_3A,N,1,0","S4P1_1_4A,N,1,0","S4P1_1_5A,N,1,0","S4P1_1_6A,N,1,0","S4P1_1_7A,N,1,0","S4P1_1_8A,N,1,0","S4P1_1_ESA,C,50","S4P1_1_1B,N,1,0","S4P1_1_2B,N,1,0","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,2,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
25,1015,26,40130,4,1,01,4,3,,,0,0,0,0,0,0,0,0,1,,46,2,0,0,0,0,0,2,2,1,2,1,6,5,0,,0,,,0,,0,2,4,3,2,1,3,1,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,1,2,1,1,3,3,3,1,3,4,3,6,5,2,4,1,0,0,0,20,10,4,5,1,14,7,0,7,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,2,8,9,7,9,8,8,9,10,10,8,8,10,10,6,8,10,10,2,2,4,2,1,1,1,2,2,3,4,2,2,1,2,1,2,1,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2179
25,1015,26,40136,2,1,01,2,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,3,3,4,4,4,4,2,3,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,1,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,3,3,4,4,3,4,3,2,1,5,4,6,3,0,0,0,0,0,0,0,0,2,0,0,2,0,3,5,0,3,2,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,4,4,4,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,3,2,2,2,1,3,1,3,3,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,1,2,2,4462
25,1015,26,40136,1,1,03,4,3,,,0,0,0,0,0,0,0,0,1,,19,1,1,1,1,1,1,0,0,0,0,0,4,5,0,,0,,,0,,0,2,3,2,1,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,2,2,1,1,2,3,3,3,3,4,3,5,6,2,3,1,4,0,0,0,14,6,0,8,0,14,4,0,10,0,4,20,4,10,6,0,0,0,0,0,0,0,1,1,3,,1,1,20,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,7,8,7,8,8,9,9,9,8,9,7,10,10,8,8,8,9,3,2,3,1,1,1,2,2,3,2,3,2,2,1,2,1,1,1,3,3,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,6693
25,1015,26,40136,5,1,01,6,3,1800,CONTADOR PRIVADO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,4,2,2,4,3,4,2,2,1,2,2,2,2,2,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,3,4,3,3,3,4,3,2,3,6,5,4,1,0,0,0,0,0,0,0,0,14,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,3,3,4,8,9,9,9,8,8,10,10,10,9,8,9,10,9,7,8,10,3,2,3,1,1,1,1,2,3,2,2,1,1,1,1,1,2,1,1,2,3,1,2,1,1,1,2,3,3,3,3,3,3,1,2,2,4462
25,1015,26,40136,4,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,2,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,2,1,2,2,2,2,2,3,2,2,3,1,2,4,6,3,5,0,0,0,14,5,0,5,4,3,3,0,0,0,7,4,1,1,1,1,0,0,0,0,0,0,2,0,0,,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,1,1,7,8,7,9,9,8,9,9,10,8,8,10,8,7,7,8,10,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,1,3,2,8924
25,1015,26,40136,3,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,3,3,3,3,4,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,4,4,3,3,4,3,3,4,2,5,1,3,6,0,0,0,14,2,2,10,0,21,10,1,10,0,1,4,1,1,1,1,0,0,0,0,0,0,2,0,0,,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,7,10,5,10,7,8,10,10,10,10,5,10,10,1,1,5,10,3,2,4,3,3,3,3,3,3,4,4,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,3,1,3,1,2,2,2,1,2,3,4462
25,1015,26,40161,4,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,2,3,2,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,1,1,2,2,2,4,3,3,2,3,4,5,6,1,2,4,3,0,0,0,14,2,3,7,2,20,5,0,15,0,3,5,0,3,2,0,1,10,10,0,0,0,1,1,9,,1,1,15,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,,2,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,2,2,,1,4,4,7,9,5,8,6,4,10,8,10,7,5,9,9,5,4,3,10,3,4,4,2,2,2,1,3,2,4,3,1,2,2,1,2,3,1,3,3,2,2,2,1,1,3,1,1,1,2,3,3,3,1,2,3,4622
25,1015,26,40161,3,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,VENTA DE ROPA USADA,41,VENDEDORA DE ROPA USADA,VENTA DE ROPA USADA POR CUENTA PROPIA,46,VENTA DE ROPA USADA POR SU PROPIA CUENTA,2,2,1,2,2,1,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,1,3,2,1,2,2,1,3,6,4,2,5,0,0,0,28,7,4,13,4,21,10,0,11,0,2,4,0,2,1,1,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,1,1,8,10,9,8,10,10,8,10,10,10,10,10,10,9,10,10,10,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,3,2,2,2,1,2,1,2,2,4622
25,1015,26,40161,2,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,3,3,2,2,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,1,2,2,4,4,2,2,2,3,4,1,4,3,5,6,2,0,0,0,18,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,4,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,2,,2,2,4,6,9,3,9,7,7,9,9,9,9,7,9,10,5,7,7,7,2,3,4,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,4,2,1,4,4,3,1,2,2,4622
25,1015,26,40161,1,1,01,7,3,5332,LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD,3,1,1,2,1,1,2,2,2,,24,2,0,0,0,0,0,1,1,1,1,1,1,0,4,"MARKETIN, MERCADOTECNIA Y PUBLICIDAD",14,GERENCIA COMERCIAL Y PROPIETARIO,DISTRIBUIDOR DE PRODUCTOS DE LIMPIEZA,43,ADISTRIBUIS DESENFRASANTE INDUSTRIAL,2,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,2,2,2,2,3,3,5,4,6,1,3,2,0,0,0,12,7,2,3,0,7,3,0,4,0,0,0,0,0,0,0,1,5,1,1,2,1,1,1,2,,1,1,56,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,7,9,6,8,8,9,10,10,9,8,8,10,10,1,6,10,10,1,1,3,1,1,1,1,2,2,3,4,2,1,1,2,1,1,1,3,4,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2311
25,1015,26,40161,5,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,HACEN AROMAS PARA CARRO Y CASAS EN MAQUILADORA,81,OPERADORA,ZOBELE MEXICO,32,FABRICA FRAGANCIAS PARA HOGARES Y AUTOS,2,4,3,3,3,3,3,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,2,2,2,4,3,3,3,3,3,3,3,2,6,4,1,5,0,0,0,5,5,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,4,2,2,1,2,2,2,2,2,2,2,4,1,2,2,2311
25,1015,26,40165,1,1,02,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,3,3,4,3,3,2,3,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,3,5,4,2,6,0,0,0,14,8,3,3,0,42,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,1,8,1,5,10,5,8,9,10,10,8,10,10,5,7,10,10,2,2,3,3,2,2,3,2,3,3,4,2,2,2,2,3,2,2,3,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4030
25,1015,26,40165,5,1,02,6,3,2814,SECRETARIADO,2,0,0,0,0,0,0,0,2,,15,2,0,0,0,0,0,2,1,1,2,1,8,1,4,ELAVORACION DE ALIMENTOS (TAMALES),75,COMERCIANTE,NO TIENE NOMBRE,72,ELAVORACION DE TAMALES EN SU HOGAR (ELOTE Y CARNE),2,2,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,5,6,1,2,4,0,0,0,14,7,5,2,0,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,1,2,2,5,8,2,6,9,7,8,8,6,9,8,9,10,5,9,9,10,2,2,4,2,2,2,2,3,3,2,4,3,2,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4030
25,1015,26,40165,3,1,03,7,4,5611,INGENIERO AGRONOMO ZOOTENISTA,3,1,1,1,2,1,2,1,1,,23,2,0,0,0,0,0,1,1,1,2,1,1,0,1,ADMINSTRATIVOS,21,CONTADOR,AGROPECUARIA  MARTYA S.A C.V,31,FRAFRICACION DE ALIMENTOS PARA GANODO,2,3,3,2,2,2,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,4,3,3,3,3,4,3,6,5,2,1,4,3,0,0,0,14,1,10,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,50,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,,1,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,8,8,5,8,8,8,10,6,9,9,8,10,9,6,10,10,8,3,2,3,2,1,1,2,2,1,1,2,1,2,1,2,3,2,2,3,3,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,8060
25,1015,26,40165,2,1,03,4,2,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,1,1,1,2,1,5,5,0,,0,,,0,,0,3,2,2,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,2,2,2,2,2,3,6,5,4,3,2,1,0,0,0,14,7,0,5,2,5,3,0,2,0,2,5,2,2,1,0,0,0,0,0,0,0,1,1,0,,1,1,4,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,COCINA,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,1,2,5,8,8,7,8,8,9,8,7,9,9,9,8,7,8,7,8,3,3,3,3,2,2,2,3,3,3,3,3,2,1,2,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6045
25,1015,26,40189,3,1,02,7,4,5331,LIC. EN COMERCIO INTERNACIONAL,3,2,2,2,2,1,2,2,2,,23,2,0,0,0,0,0,1,2,2,1,1,1,0,1,ADMINISTRATIVO COBRANSA FACTURACION NOMINAS,25,ADMINISTRATIVO,BATUC EXPRES,48,TRASPORTE DE CARGA REFRIGERADA,2,3,3,2,3,4,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,2,2,2,1,1,1,3,2,2,2,3,3,2,5,3,6,1,2,4,0,0,0,14,1,1,12,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,15,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,1,1,7,8,6,7,8,7,9,9,10,7,7,8,9,5,9,8,10,3,3,4,2,2,2,2,2,3,3,3,2,3,2,2,2,2,1,2,2,2,1,2,2,2,3,3,3,3,2,3,2,1,1,1,2,12780
25,1015,26,40189,1,1,01,7,4,5334,CONTABILIDAD CONTADOR PUBLICO,3,1,1,2,2,1,2,2,1,,20,2,0,0,0,0,0,2,2,2,2,2,1,0,1,VER TODO LO FISCAL Y LA CONTABILIDAD,12,CONTRALOR,MINAS DE ODOPO RESOURCES,21,EXTRACION DE MINAL ORO,2,2,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,5,3,4,1,2,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,48,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,11,9,8,8,8,8,9,9,8,8,8,9,8,5,7,9,8,2,2,3,1,1,2,2,2,2,2,3,2,2,2,3,1,1,1,3,3,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,3195
25,1015,26,40189,4,1,01,7,5,5512,INGENIERIA ELECTROMECANICA,3,1,1,1,1,1,2,1,1,,21,2,0,0,0,0,0,1,1,2,2,1,1,0,4,ADMINISTRATIVO,22,OPERACIONES,INGENIERO DE PERSONA 1,54,ASESORIAS TECNICAS,2,1,4,2,2,3,4,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,2,2,1,1,2,4,2,3,3,4,3,6,4,3,1,5,2,0,0,0,1,0,0,1,0,4,4,0,0,0,2,20,2,18,0,0,0,0,0,0,0,0,1,1,2,,1,1,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,11,10,5,10,5,7,8,8,9,7,10,10,10,1,8,10,9,3,3,4,2,1,1,3,2,2,2,3,2,2,2,2,1,2,2,3,4,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,6390
25,1015,26,40189,2,1,02,6,3,2713,TECNICA DENTAL,2,0,0,0,0,0,0,0,2,,23,2,0,0,0,0,0,2,2,2,2,2,1,0,1,CAPTURA DE INFORMACION,14,SUDIRECTOR DE EVENTOS ESPECIALES,SECRETARIA DE EDUCACION Y CULTURA,93,PRRESTA SERVICOS AL PUBLICO,2,3,3,3,3,3,3,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,3,3,3,3,3,3,3,2,6,4,1,5,3,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,4,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,,1,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,1,1,7,9,5,10,6,7,9,9,9,6,6,10,10,10,10,9,9,3,3,4,2,2,2,2,2,2,2,4,2,4,2,1,2,2,2,3,4,3,3,1,2,2,2,2,2,2,4,4,4,4,1,2,2,9585
25,1015,26,40202,2,1,05,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,LIMPEZA EN GENERAL DE OFICINA,96,ASISTENTE DE LIMPIEZA,TRABAJADOR INDEPENDIENTE POR SU PROPIA CUENTA,11,AGRICULTORES,3,2,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,2,3,3,3,2,2,3,5,2,6,3,4,1,0,0,0,5,1,0,4,0,7,0,0,7,0,3,2,0,0,2,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,,1,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,,2,2,1,8,10,8,9,8,7,8,8,9,9,8,9,9,8,9,8,8,3,3,3,3,2,2,3,3,3,2,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,2,2,2,2,4,4,4,4,2,4,4,11215
25,1015,26,40202,3,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ALBA�IL,71,ALBANIL EN GENERAL,CONTRATISTE,23,SE DEDICA A CONTRATARA PERSONAL DE ALBA�ILERIA,2,3,4,4,4,3,3,3,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,1,1,2,1,2,3,3,3,3,3,3,1,3,4,2,5,6,0,0,0,14,7,1,6,0,3,3,0,0,0,3,31,0,21,10,0,0,0,0,0,0,0,2,0,0,,1,1,14,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,,1,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,8,9,8,7,9,9,10,10,10,10,10,10,10,8,10,9,8,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2243
